"","Longitude","Latitude","radiation","nightlight_450","nightlight_4950","nightlight_3150","nightlight_900","elevation","industry_1000","industry_100","industry_25","industry_3000","industry_300","industry_5000","industry_500","industry_50","population_1000","population_3000","population_5000","road_class_1_1000","road_class_1_100","road_class_1_25","road_class_1_3000","road_class_1_300","road_class_1_5000","road_class_1_500","road_class_1_50","road_class_2_1000","road_class_2_100","road_class_2_25","road_class_2_3000","road_class_2_300","road_class_2_5000","road_class_2_500","road_class_2_50","road_class_3_1000","road_class_3_100","road_class_3_25","road_class_3_3000","road_class_3_300","road_class_3_5000","road_class_3_500","road_class_3_50","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_1","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_1","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","Countrycode","AirQualityStation","Altitude","MeasurementType","AirQualityStationType","AirQualityStationArea","EquivalenceDemonstrated","MeasurementEquipment","InletHeight","BuildingDistance","KerbDistance","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"196",8.465281,49.544078,3.119367,19.914562,18.25425,16.11622,21.099104,94.872482,185385,1020,0,1321920,17340,4947255,27540,0,7187.772461,43755.152344,100811.882812,0,0,0,15122.486328,0,35348.03125,0,0,4118.605469,0,0,14270.339844,0,24443.263672,1588.522705,0,23360.695312,0,0,108523.390625,373.033234,216720.171875,2889.56543,0,12.558817,6.293024,3.888928,-1.270593,4.766761,8.875511,9.586183,16.03614,20.67458,21.075686,20.254305,14.808786,594.20636,2.624663,2.592894,3.16724,2.337751,2.675628,2.841836,2.24943,1.960014,2.378649,2.39604,1.921792,2.15753,"DE","STA.DE_DEBW005",94,"passive","industrial","suburban","ref","",1.5,-999,-999,27.6770428015564,26.4089361702128,25.9353191489362,25.9495726495726,28.4550847457627,32.97265625,35.7984375,35.360546875,32.6562992125984,29.1979838709677,25.0892116182572,21.9331932773109,19.7094262295082,18.6919678714859,18.761328125,19.5389105058366,21.4470817120623,25.1171206225681,28.5101167315175,31.8509727626459,33.3599221789883,33.0996108949416,31.9879377431907,30.785546875
"197",8.47204,49.49256,3.126136,40.358482,29.162182,31.141565,37.854733,100.779625,38250,0,0,2080035,0,5418495,0,0,8837.760742,69792.9375,180157.09375,19.785948,0,0,18345.609375,0,49842.488281,0,0,8878.160156,428.903625,104.457245,53839.507812,1440.457031,82181.984375,2451.603516,203.150146,41027.28125,378.329498,49.497437,214178.21875,2602.149414,540842.5625,8320.611328,122.14296,12.531855,6.265151,3.85682,-1.317743,4.755829,8.858529,9.559598,16.003969,20.644524,21.040653,20.229797,14.775933,612.704468,2.613629,2.583978,3.154646,2.333755,2.671602,2.836612,2.240771,1.955729,2.372422,2.389438,1.917288,2.150194,"DE","STA.DE_DEBW098",101,"passive","traffic","urban","yes","",3.5,4,6,35.1169230769231,31.9903361344538,29.8142857142857,30.2067226890756,36.9476987447699,46.7876923076923,53.9465384615385,56.3419230769231,53.3455252918288,50.155078125,47.3008000000001,44.480081300813,44.8232,44.8731225296443,47.4848249027237,50.6945945945946,53.6423076923077,56.3592307692308,54.6476923076923,54.2192307692308,54.3503846153846,51.5996153846154,47.9588461538461,43.3972972972973
"198",8.500619,50.567185,2.990613,18.100857,2.894741,5.5135,16.282959,153.780731,336090,3825,0,631890,42075,793560,133365,255,5964.605469,27622.496094,46225.050781,5124.476074,0,0,24757.90625,0,71216.976562,2028.528564,0,0,0,0,5537.162109,0,7869.006348,0,0,24271.310547,1076.028442,182.754959,163315.421875,3244.752441,303175.875,7172.475586,403.963196,11.207406,5.157321,2.598208,-2.212981,3.434426,7.149644,7.543841,14.227228,18.058905,18.638401,17.869328,12.90133,406.422546,2.917419,2.517611,3.082019,2.468349,2.806827,2.841204,2.451312,2.004568,2.481448,2.383172,2.07798,2.247507,"DE","STA.DE_DEHE020",152,"automatic","background","urban","ref","",3.33,-999,-999,24.306833976834,22.4750579150579,21.3474517374517,21.3341698841699,24.3634749034749,28.6084108527132,32.1545173745174,33.500888030888,32.947528957529,30.395157480315,28.0666535433071,25.995078125,25.0534496124031,25.7986821705426,27.5012062256809,29.8805426356589,32.6485714285714,35.1548648648649,36.5894208494208,36.3240540540541,35.9857528957529,34.5204633204633,31.688416988417,28.6161776061776
"199",8.516798,49.825165,3.145669,1.078454,2.038173,1.969671,1.510753,90.227081,1785,0,0,390915,0,728535,0,0,342.784729,9391.620117,33113.894531,0,0,0,0,0,8627.996094,0,0,0,0,0,5323.08252,0,22368.017578,0,0,403.784149,0,0,49243.667969,0,169003.375,0,0,12.183496,6.016212,3.623743,-1.242991,4.499768,8.336337,8.900802,15.424598,19.831381,20.33931,19.538404,14.188143,565.304382,2.760375,2.604493,3.190086,2.443067,2.828454,2.917695,2.25831,2.009513,2.46943,2.421575,2.068979,2.275,"DE","STA.DE_DEHE043",87,"automatic","background","rural-nearcity","ref","",3.28,-999,-999,19.7601158301158,19.0167181467181,18.3898841698842,17.6859073359073,17.8296124031008,18.5035521235521,20.766138996139,21.7925482625482,21.0675289575289,19.2873745173745,16.953992248062,14.6116862745098,12.1779133858268,10.9260852713178,10.9463076923077,11.6581923076923,13.179,14.9382692307692,16.8161923076923,19.0526538461539,21.3004615384615,22.4810384615385,22.5256153846154,21.9686153846154
"200",8.52628,49.00371,3.224166,5.353804,2.827348,2.443407,4.7108,139.732544,30090,0,0,119595,0,401880,255,0,4697.904297,17619.582031,42494.285156,0,0,0,3910.617676,0,23460.101562,0,0,3060.51709,279.740234,56.342224,13984.459961,887.507324,31089.308594,1547.648193,116.262321,22752.085938,207.459518,0,80090.007812,3672.822754,173215.796875,7794.076172,19.698406,12.472404,6.090594,3.508863,-1.992755,5.029618,8.859518,9.236924,15.620947,20.427027,20.899868,20.30645,14.529377,462.721466,2.605707,2.652868,3.20558,2.475485,2.679709,3.010193,2.19628,1.951406,2.32442,2.373748,1.895633,2.146193,"DE","STA.DE_DEBW125",135,"passive","traffic","suburban","yes","",3.5,2,3,20.3930769230769,18.8226890756302,19.1890756302521,20.231512605042,25.3075313807531,34.7426923076923,44.1042307692307,49.5296153846154,49.6468253968254,47.5568,46.2840637450199,45.5318548387097,45.9641434262948,46.7681102362205,49.4809338521401,53.5873076923077,55.3911538461538,54.7657692307692,49.9519230769231,44.3111538461539,38.6584615384615,33.0307692307692,28.7584615384615,24.7353846153846
"201",8.542517,50.10175,3.07391,22.348522,12.5585,17.107019,21.454062,104.675781,272850,0,0,1863030,1275,2946525,36210,0,13055.738281,63668.449219,147146.8125,0,0,0,40410.496094,0,120604.828125,0,0,0,0,0,0,0,3828.993652,0,0,31158.316406,424.104492,100.20224,114320.328125,4619.561523,336970.25,11132.330078,210.190018,12.008284,5.819076,3.368445,-1.424601,4.194661,8.043758,8.62881,15.228024,19.455221,19.987221,19.194931,13.959961,618.362061,2.690616,2.477124,3.014486,2.308703,2.698579,2.744269,2.26285,1.922797,2.414965,2.338462,2.018149,2.229561,"DE","STA.DE_DEHE005",103,"automatic","background","urban","ref","",3.35,-999,-999,33.7627307692308,30.5738076923077,28.4418461538461,29.1053846153846,34.2440384615384,42.5233846153846,47.5982239382239,48.048373015873,45.128253968254,42.3417441860465,39.596171875,37.2050972762646,35.045250965251,34.5020463320463,36.421583011583,38.1785769230769,40.5953461538461,44.037,46.8312307692308,48.8975769230769,49.2269230769231,47.2162307692308,43.5823076923077,40.0995384615384
"202",8.548362,52.023155,2.839822,23.113935,7.457974,11.626026,22.91135,107.212074,54825,0,0,927435,2040,1895670,23205,0,9341.079102,63321.109375,127571.84375,655.685242,0,0,12256.326172,0,18870.744141,0,0,279.388367,0,0,16341.205078,0,25178.595703,0,0,35610.917969,406.09613,93.866974,246512.890625,2062.058594,521544.625,7588.152832,203.046463,12.338153,5.948662,3.526629,-0.396113,3.804517,7.661109,7.600176,14.500958,17.903215,18.187153,17.849117,13.550817,435.907288,3.867762,3.143049,3.8004,2.674059,3.55264,3.129314,2.95577,2.44253,3.003512,2.656517,2.573077,2.70166,"DE","STA.DE_DENW067",106,"automatic","background","urban","ref","",3.2,-999,-999,20.0684337349397,18.9914457831325,17.5309561752988,17.21052,19.6988353413655,24.2123107569721,29.867609561753,31.881814516129,29.3520883534136,25.3559036144578,22.8334710743802,20.9242975206612,19.5656198347107,20.5985829959514,21.7822267206478,23.0636585365854,24.70496,26.9107569721115,27.979437751004,29.34032,29.2277689243028,28.7968924302789,26.88524,23.3758167330677
"203",8.55279,52.00562,2.825847,12.645415,7.45646,9.84549,11.344245,140.843094,4080,0,0,580890,0,2476815,0,0,6911.95752,47298.78125,126375.484375,0,0,0,9170.606445,0,31672.763672,0,0,4117.8125,397.973938,85.217651,13738.907227,1226.885132,24710.630859,2098.541992,206.438431,27727.892578,282.01535,0,200944.359375,2530.128662,500186.75,8147.220215,19.571804,12.333276,5.943691,3.521041,-0.407352,3.824494,7.674284,7.597967,14.517537,17.938549,18.208408,17.85581,13.546952,432.673798,3.872823,3.145715,3.812961,2.683998,3.563572,3.140082,2.958535,2.436837,3.008377,2.660404,2.571146,2.702266,"DE","STA.DE_DENW200",137,"automatic","traffic","urban","ref","",2.4,2,2,18.7110887096774,18.2591967871486,17.4414457831325,19.23924,26.1369721115538,35.0415322580645,44.6253846153846,47.063967611336,44.8181224489796,40.8495121951219,37.5531275720164,35.9131020408163,36.1650607287449,38.0767886178862,41.1648387096774,43.9689959839357,47.26172,48.6538461538462,45.4725806451613,40.6521115537848,36.4412749003984,31.908764940239,26.7580952380952,22.626015936255
"204",8.569405,53.562455,2.808387,34.526611,16.665295,24.306257,33.770283,1.441009,432990,12240,1275,1986195,89760,3922410,165240,3315,7126.034668,41091.175781,79294.375,0,0,0,3624.596436,0,21847.044922,0,0,0,0,0,18919.888672,0,35601.585938,0,0,18116.287109,17.187403,0,104006.328125,1373.176758,237561.578125,3675.070312,0,12.729402,6.762095,4.219994,0.957497,3.315808,7.016756,7.743422,13.723564,16.701126,17.20723,17.357742,14.07632,375.271118,4.821492,3.926354,4.517706,3.427097,4.418626,3.674566,4.102367,3.350785,3.741837,3.139904,3.30692,3.338785,"DE","STA.DE_DEHB005",3,"passive","background","urban","ref","",1.8,-999,-999,18.3906746031746,18.2147222222222,17.1587351778656,18.0110671936759,19.3624603174603,21.7094047619048,23.6923387096774,24.410120967742,22.64292,21.3844664031621,20.3473015873016,19.3632669322709,19.579314516129,20.84568,21.9405928853755,21.8568871595331,22.7895719844358,23.1331640625,22.64484375,22.86046875,22.3754296875,22.3417322834646,21.0716862745098,20.3321343873518
"205",8.576305,50.075464,3.067407,3.022729,24.089846,19.426205,3.522156,97.517349,2295,0,0,937635,0,2720595,0,0,1078.498779,44879.027344,166473.953125,0,0,0,63091.585938,0,134551.03125,0,0,0,0,0,929.320984,0,6660.166016,0,0,6583.068848,0,0,89461.492188,603.909241,267062.65625,1046.92749,0,12.022727,5.840003,3.392319,-1.392863,4.220395,8.064576,8.653732,15.252371,19.486912,20.021591,19.222918,13.981094,640.495911,2.701423,2.48892,3.028214,2.315308,2.712495,2.750267,2.260692,1.924558,2.421591,2.343388,2.02527,2.236732,"DE","STA.DE_DEHE135",94,"automatic","background","urban","no","",3.49,-999,-999,22.0979439252336,19.8302803738318,17.8417757009346,17.6518691588785,18.206261682243,20.6773831775701,24.7688785046729,27.9056074766355,29.722523364486,30.1956603773585,27.7561320754717,26.1068224299065,23.6582407407407,22.0759259259259,22.2292592592592,22.1873148148148,24.6785185185185,28.0665740740741,29.5802777777778,29.8776851851852,29.9275925925926,30.8238888888889,29.5365740740741,26.732037037037
"206",8.59876,53.585262,2.80972,14.344348,13.06335,10.406195,12.687926,7.067541,59415,0,0,1189830,0,3332595,16065,0,5804.671387,37530.316406,71738.992188,0,0,0,10177.231445,0,25750.591797,0,0,5931.900391,709.564819,146.611267,16281.663086,2089.727539,27495.269531,3156.634033,242.422104,24522.851562,283.30426,0,139321.6875,2343.154541,228121.125,6343.816895,27.057095,12.752802,6.838315,4.268699,1.033767,3.294837,6.988748,7.747967,13.669963,16.657957,17.189569,17.374897,14.134977,356.698547,5.009526,4.093044,4.707788,3.580113,4.575211,3.79368,4.270679,3.456063,3.88274,3.258874,3.437491,3.465505,"DE","STA.DE_DEHB011",5,"automatic","traffic","urban","ref","",3.1,19,2,22.4402316602317,21.4220849420849,21.9060852713178,24.0349230769231,30.5534230769231,38.3716923076923,46.2792307692308,47.8165503875969,47.7407782101167,43.8863953488372,44.3772549019608,44.0692156862745,45.9127734375,46.7610505836576,47.082972972973,49.3864615384615,51.2463846153846,47.9686486486487,43.7561153846154,39.5180384615385,37.5092307692307,33.8395769230769,30.5981153846154,26.7660384615385
"207",8.625456,53.180946,2.776381,8.309652,3.446178,5.210589,8.035649,27.673344,79560,4335,255,578595,46155,850935,63240,765,7141.869141,30961.873047,56536.710938,4929.373047,203.02478,0,17411.402344,1744.957153,38929.332031,2727.150635,0,0,0,0,0,0,0,0,0,29544.128906,310.372284,50.662251,142729,1485.670898,275857.3125,5790.789551,126.310265,12.652905,6.50438,4.002091,0.319217,3.484602,7.243513,7.81878,14.12424,17.163137,17.534958,17.508427,13.855005,395.571533,3.911482,3.16932,3.671208,2.674143,3.628774,3.067353,3.202402,2.717236,2.992282,2.529788,2.654717,2.735615,"DE","STA.DE_DEHB004",20,"automatic","background","urban","ref","",3.5,-999,-999,16.4812741312741,15.5786923076923,14.9177992277992,15.8135521235521,18.6823552123552,23.8500386100386,29.1085658914729,28.660888030888,25.682972972973,22.7251550387597,20.4945703125,18.6186872586872,17.8096899224806,18.0190697674419,18.5059073359073,19.7761478599222,21.3776061776062,22.6301162790698,22.8965250965251,22.9675769230769,22.2025769230769,21.3604615384615,19.979,18.7244230769231
"208",8.642,49.643238,3.084132,8.22394,2.660705,3.14407,7.159108,114.026558,5100,0,0,187170,0,283305,0,0,5533.736328,17272.691406,39380.203125,0,0,0,10730.798828,0,24561.431641,0,0,4319.55127,182.501617,50.71978,13604.841797,1103.043457,28248.730469,2017.171631,103.620682,28079.994141,198.415985,0,74966.429688,1999.95813,181513.09375,8087.097168,0,11.657504,5.495908,2.987484,-2.333522,4.185772,8.015141,8.460809,14.847138,19.324383,19.730705,19.110563,13.585068,445.262878,2.708087,2.604696,3.120049,2.389718,2.813883,2.872104,2.250555,2.011833,2.395093,2.399897,1.988045,2.196344,"DE","STA.DE_DEHE063",110,"passive","traffic","urban","yes","",3.09,10,5,16.4795384615384,15.1488846153846,14.9362934362934,16.2856370656371,20.7835907335907,31.9716988416988,42.6468461538462,45.5667307692308,44.4053461538462,43.296511627907,41.757874015748,39.9200390625,39.0887258687258,41.1995,44.3935,49.2162692307692,52.3470384615385,50.1735,45.0179230769231,39.869423076923,33.3325769230769,27.9121923076923,24.078,20.3710384615385
"209",8.653745,49.869457,3.093801,32.06287,9.490913,16.62586,29.263767,157.778992,0,0,0,783105,0,1698045,0,0,10777.483398,66854.523438,102967.898438,0,0,0,5252.016602,0,52610.222656,0,0,9802.579102,199.077469,51.147964,24969.732422,933.05072,40292.925781,1970.057861,102.297119,36296.125,311.318939,37.542351,196163.890625,2257.084961,304726.3125,7390.934082,63.141556,12.043843,5.905845,3.472879,-1.500201,4.483123,8.233338,8.699715,15.22999,19.595934,20.087709,19.38805,13.993135,489.244324,2.824207,2.637678,3.219689,2.470509,2.900341,2.932627,2.244104,2.030149,2.481581,2.418108,2.095497,2.289548,"DE","STA.DE_DEHE040",158,"automatic","traffic","urban","ref","",3.15,2,4,25.9283076923077,23.4308846153846,21.7488461538461,22.2266538461538,26.9619230769231,38.8284615384616,53.525250965251,61.1686381322957,63.4761660079051,64.316007751938,65.980694980695,68.7538996138996,69.6868846153846,73.0615,80.3239615384616,87.6542307692308,90.1525,89.3612692307692,80.8475,65.9433846153847,54.003923076923,46.6937692307692,39.6379615384616,32.9079230769231
"210",8.664619,49.872303,3.092982,27.938513,9.392027,16.700655,25.96356,155.899277,0,0,0,744855,0,1484355,0,0,9714.639648,61057.800781,101134.890625,0,0,0,3501.512695,0,37168.441406,0,0,5309.876465,159.917755,0,22789.796875,1303.088623,37761.921875,2045.481689,0,36014.703125,202.394958,0,177003.140625,3416.571289,303399.90625,10003.427734,24.641626,12.032095,5.894072,3.457467,-1.537765,4.477805,8.223758,8.680873,15.209723,19.574097,20.063694,19.373917,13.975019,485.402283,2.828381,2.64019,3.221805,2.472546,2.905223,2.934215,2.244391,2.032726,2.482332,2.418407,2.096907,2.290593,"DE","STA.DE_DEHE001",158,"automatic","background","urban","ref","",3.37,-999,-999,21.3355384615385,18.5526538461538,17.2233846153846,17.0896538461539,18.7053461538461,23.4284942084942,29.0472307692308,31.4976356589147,29.61578125,25.7450980392157,22.2060769230769,20.1023076923077,18.6569498069498,18.062277992278,18.7986153846154,20.1585384615385,22.6145,26.168,28.9861923076923,30.7432692307692,31.9183076923077,31.3724230769231,29.0147307692308,25.7328846153846
"211",8.665536,48.889039,3.183143,13.173383,5.474852,9.252373,12.592175,279.177246,0,0,0,139230,0,257295,0,0,8295.123047,48919.269531,88421.617188,0,0,0,13586.390625,0,23170.941406,0,0,2365.672363,354.511017,105.23764,21320.503906,770.324829,38374.386719,1233.554443,163.969818,40198.167969,433.995544,0,207044.265625,4368.394043,392725.90625,11368.415039,59.670811,11.631639,5.263498,2.528042,-3.30864,4.337898,8.004609,8.30648,14.635768,19.365162,19.767118,19.431377,13.543845,389.461945,2.580853,2.594909,3.107463,2.396419,2.594919,2.966003,2.212797,1.945751,2.248347,2.30343,1.832985,2.068819,"DE","STA.DE_DEBW033",278,"passive","background","urban","ref","",1.5,-999,-999,16.57,14.5243697478992,14.0326359832636,15.6474789915966,19.259243697479,25.6573076923077,31.8711538461539,33.8972972972973,32.0482352941176,26.0136929460581,22.8539419087137,20.5793522267206,19.9848249027237,20.6219230769231,20.5896153846154,23.0330769230769,26.3788461538462,29.44,32.03,34.3630769230769,32.9780769230769,30.7965250965251,26.4849420849421,21.6596153846154
"212",8.668579,50.584108,3.001167,28.152142,5.134354,9.21073,23.501436,165.077316,15045,0,0,833850,9180,1657245,15045,0,7897.505371,42798.511719,68528.375,0,0,0,31956.492188,0,66264.28125,0,0,0,0,0,1429.370972,0,7408.194824,0,0,40788.722656,534.546936,67.347275,191019.78125,3996.377686,335625.25,9766.556641,183.252579,11.314606,5.259737,2.719222,-2.026252,3.487726,7.212237,7.696744,14.37065,18.258116,18.858101,18.069885,13.088603,407.980316,2.980213,2.565778,3.126945,2.506454,2.861334,2.856719,2.456685,2.023122,2.524074,2.421615,2.117128,2.328055,"DE","STA.DE_DEHE061",162,"passive","traffic","urban","yes","",3.36,5,6,31.6868846153846,27.8804615384615,26.3522307692308,26.6653846153846,33.0464230769231,39.3271153846154,44.9655384615384,48.295945945946,47.4520077220077,45.9100386100386,44.9270817120623,44.2003112840467,44.9235658914729,45.1323346303502,47.354749034749,50.9653281853282,54.0172200772201,56.4708494208494,57.3181467181467,56.0655212355212,54.0483397683398,51.1319305019305,46.157528957529,39.9948648648649
"213",8.6767,49.419528,3.124208,14.665873,6.867883,10.700595,15.239783,113.330521,5865,0,0,266475,0,811920,5865,0,11270.106445,68489.296875,124240.484375,0,0,0,7608.986816,0,39093.425781,0,0,5237.861816,350.063721,25.006161,27884.320312,1182.356689,41159.679688,2070.968262,100.031662,23072.851562,64.401131,0,147123.46875,1500.562134,322213.25,5452.509277,0,11.83951,5.616897,3.110214,-2.330791,4.443868,8.359545,8.830136,15.134623,19.809055,20.157095,19.558603,13.911402,462.167633,2.486339,2.448172,2.939276,2.306404,2.656863,2.788567,2.129804,1.922503,2.290121,2.301121,1.885691,2.064886,"DE","STA.DE_DEBW009",112,"automatic","background","urban","ref","",3.5,-999,-999,18.3376923076923,17.3255230125523,17.3941176470588,17.4953781512605,19.6334728033473,25.1369230769231,32.255,35.207722007722,34.9404761904762,33.4792531120332,29.5794979079498,26.397265625,24.9984555984556,24.2123552123552,24.9799227799228,26.1638461538462,27.4684615384615,29.1603846153846,29.3084615384615,28.4919230769231,26.9180769230769,25.4919230769231,23.4234615384615,21.6019230769231
"214",8.684397,50.532965,3.013759,0.941502,1.904618,1.233321,0.805304,172.84111,0,0,0,84405,0,750210,0,0,1823.688477,13162.931641,44584.21875,0,0,0,19388.039062,0,56651.375,0,0,0,0,0,0,0,420.183167,0,0,14548.806641,0,0,85062.796875,252.72316,258433.46875,3094.984131,0,11.393044,5.339441,2.819008,-1.845692,3.580395,7.310082,7.822225,14.471871,18.410109,19.002312,18.22019,13.201868,424.307983,2.927874,2.540485,3.084267,2.47109,2.825735,2.82592,2.433031,2.015459,2.509444,2.406422,2.103223,2.310552,"DE","STA.DE_DEHE042",172,"automatic","background","rural","ref","",3.49,-999,-999,18.5068076923077,17.2491538461538,16.5567307692308,16.2796538461539,16.9011969111969,18.2263846153846,20.7213846153846,22.5071153846154,21.0618461538461,18.6111538461538,16.0503088803089,13.8426459143969,12.7205118110236,12.2532558139535,12.1984615384615,13.4086538461538,15.7618846153846,18.406,20.7843846153846,22.2354615384615,22.8941538461539,22.5650769230769,21.3133461538461,20.7193461538462
"215",8.691911,50.124589,3.066317,24.646486,25.481821,32.507141,26.459282,123.96109,0,0,0,548505,0,2488290,0,0,13883.28125,106051.140625,260116.796875,0,0,0,18786.654297,0,61827.171875,0,0,8831.056641,401.676086,100.003448,65376.09375,1217.530762,111041.125,3248.362305,200.051224,47815.898438,353.49231,0,269660.03125,4040.268555,573401.3125,13238.199219,46.938965,12.040981,5.90057,3.455688,-1.339131,4.296951,8.117956,8.718649,15.328218,19.597488,20.145214,19.323751,14.049144,561.70166,2.756893,2.542731,3.090029,2.353869,2.787592,2.787737,2.259759,1.948598,2.457244,2.370271,2.064263,2.269732,"DE","STA.DE_DEHE041",119,"automatic","traffic","urban","ref","",3.33,4,5,37.0228846153846,33.7377692307692,31.7186538461539,30.0608461538461,33.1817307692308,43.3281923076923,54.4138461538462,59.3505769230769,58.1647244094488,53.5669291338583,49.0297276264591,46.0915444015444,45.2752509652509,47.2270656370656,50.4011923076923,52.8492692307692,56.3034230769231,62.548,66.1181923076923,65.3771153846154,60.5137307692308,57.5032307692307,53.5273461538461,46.0299230769231
"216",8.69506,53.1177,2.773782,6.584287,9.039433,12.496194,8.417444,5.811577,283560,0,0,3617430,0,5604900,12240,0,2902.218018,31328.001953,72686.007812,0,0,0,4628.988281,0,31003.707031,0,0,0,0,0,4068.257324,0,10874.151367,0,0,2635.824219,240.803543,57.148197,18131.294922,976.520386,120915.6875,1489.87146,112.584007,12.676087,6.483921,4.007003,0.260913,3.49789,7.28797,7.863305,14.197851,17.242598,17.610023,17.58004,13.891543,404.00647,3.856063,3.132337,3.634482,2.631885,3.58164,3.031839,3.165969,2.671875,2.951445,2.494845,2.627953,2.696019,"DE","STA.DE_DEHB013",4,"automatic","industrial","rural-regional","ref","",3.5,-999,-999,15.1117307692308,14.3919230769231,14.2273076923077,14.4585384615385,15.3065769230769,17.0226153846154,18.4522007722008,18.3934362934363,16.8525868725869,15.2097286821705,13.5929069767442,12.2562015503876,11.5107003891051,11.2245914396887,11.536484375,12.3369140625,13.7892248062015,15.1601162790698,16.4404615384615,17.4754230769231,17.6259689922481,17.4581538461538,16.9539615384615,16.1626538461538
"217",8.700103,49.300731,3.161086,8.916084,4.629646,5.503424,8.650437,161.85495,9435,0,0,214200,0,800700,0,0,4456.328613,22917.308594,56659.160156,0,0,0,11456.664062,0,22788.376953,0,0,543.818176,0,0,12449.742188,0,29105.744141,42.135101,0,25219.962891,398.615112,0,122432.242188,3600.09668,301607.40625,8968.144531,25.795475,12.09758,5.765391,3.210096,-2.216859,4.711287,8.670784,9.147992,15.394873,20.246241,20.565887,20.019129,14.191233,461.830658,2.366221,2.362594,2.835352,2.284204,2.557624,2.765053,2.060731,1.869145,2.224322,2.234717,1.825895,1.983734,"DE","STA.DE_DEBW010",162,"automatic","background","suburban","ref","",3.5,-999,-999,16.6992307692308,15.8025316455696,15.5911764705882,15.5285714285714,16.1550420168067,19.203861003861,22.7088461538461,23.963671875,23.2678861788618,20.45375,17.7393700787402,15.6614785992218,14.365503875969,13.4852713178295,13.7265384615385,15.5419230769231,17.5784615384615,20.1234615384615,21.3684615384615,21.5234615384615,21.9196153846154,21.3523076923077,20.1234615384615,18.6583011583011
"218",8.735047,53.124561,2.772351,21.721872,10.520475,12.122698,19.856686,6.661447,511275,8415,765,2716260,69360,6139890,169320,2040,8099.931641,45015.738281,93999.59375,0,0,0,22148.003906,0,42252.296875,0,0,3948.588379,0,0,10563.654297,764.017456,15072.009766,1796.145386,0,11008.553711,0,0,73325.984375,527.940247,156828.375,2372.5979,0,12.675844,6.464404,4.007237,0.235257,3.492491,7.289817,7.874038,14.221829,17.26186,17.623926,17.600492,13.906626,402.278778,3.819581,3.105814,3.605931,2.610666,3.551993,3.009853,3.149489,2.655357,2.934504,2.4769,2.611305,2.674957,"DE","STA.DE_DEHB012",8,"automatic","background","urban","ref","",3,-999,-999,19.7396899224806,19.0782558139535,18.3253488372093,19.0547674418605,21.5049224806202,26.572984496124,30.4832945736434,30.1584496124031,27.4443190661479,24.048046875,21.5583657587549,19.5344357976654,18.7625680933852,18.25546875,19.3395634920635,20.1897254901961,21.5094552529183,22.6996887159533,23.2622480620155,24.6756976744186,25.0798062015504,24.6970542635659,23.3218217054264,21.6275193798449
"219",8.746343,50.125332,3.073788,34.578953,16.584436,20.192019,32.788433,101.582085,822120,12495,1275,2310810,94350,3165315,231030,3315,13662.230469,89173.625,210801.1875,0,0,0,18961.449219,0,40384.675781,0,0,4110.212891,397.742889,58.634315,27484.730469,1234.26062,86211.054688,2066.651611,172.638,10908.083008,0,0,166031.8125,433.534149,456361.3125,1118.47937,0,12.036679,5.924373,3.4778,-1.336596,4.328053,8.135588,8.740646,15.360651,19.650139,20.205572,19.373047,14.079246,543.02301,2.790488,2.573468,3.125087,2.378504,2.834081,2.812266,2.261981,1.967279,2.479287,2.386992,2.088548,2.288672,"DE","STA.DE_DEHE008",100,"automatic","background","urban","ref","",3.51,-999,-999,29.8918146718147,27.5861003861004,26.9665637065637,26.7324324324325,29.823166023166,37.6210424710425,43.5017760617761,43.6597683397683,41.9988803088803,39.739921875,37.0319841269841,34.7706692913386,32.2280544747082,32.5314615384615,32.483,34.2445384615385,35.6632692307692,37.2134230769231,38.9097692307692,39.967480620155,40.0914671814672,40.3798841698841,38.4371042471042,35.1635521235522
